STATION_NAME	YEAR	Month	DAY	DATE	TMAX	C	temF
PORTLAND NWSFO OR US	2014	05	24	20140524	211	21.1	69.98
PORTLAND NWSFO OR US	2014	05	23	20140523	211	21.1	69.98
PORTLAND NWSFO OR US	2014	05	22	20140522	289	28.9	84.02
PORTLAND NWSFO OR US	2014	05	21	20140521	239	23.9	75.02
PORTLAND NWSFO OR US	2014	05	20	20140520	250	25	77
PORTLAND NWSFO OR US	2014	05	19	20140519	222	22.2	71.96
PORTLAND NWSFO OR US	2014	05	18	20140518	172	17.2	62.96
PORTLAND NWSFO OR US	2014	05	17	20140517	217	21.7	71.06
PORTLAND NWSFO OR US	2014	05	16	20140516	217	21.7	71.06
PORTLAND NWSFO OR US	2014	05	15	20140515	289	28.9	84.02
PORTLAND NWSFO OR US	2014	05	14	20140514	328	32.8	91.04
PORTLAND NWSFO OR US	2014	05	13	20140513	306	30.6	87.08
PORTLAND NWSFO OR US	2014	05	12	20140512	267	26.7	80.06
PORTLAND NWSFO OR US	2014	05	11	20140511	206	20.6	69.08
PORTLAND NWSFO OR US	2014	05	10	20140510	178	17.8	64.04
PORTLAND NWSFO OR US	2014	05	09	20140509	139	13.9	57.02
PORTLAND NWSFO OR US	2014	05	08	20140508	150	15	59
PORTLAND NWSFO OR US	2014	05	07	20140507	194	19.4	66.92
PORTLAND NWSFO OR US	2014	05	06	20140506	183	18.3	64.94
PORTLAND NWSFO OR US	2014	05	05	20140505	183	18.3	64.94
PORTLAND NWSFO OR US	2014	05	04	20140504	156	15.6	60.08
PORTLAND NWSFO OR US	2014	05	03	20140503	172	17.2	62.96
PORTLAND NWSFO OR US	2014	05	02	20140502	250	25	77
PORTLAND NWSFO OR US	2014	05	01	20140501	322	32.2	89.96
PORTLAND NWSFO OR US	2014	04	30	20140430	283	28.3	82.94
PORTLAND NWSFO OR US	2014	04	29	20140429	256	25.6	78.08
PORTLAND NWSFO OR US	2014	04	28	20140428	183	18.3	64.94
PORTLAND NWSFO OR US	2014	04	27	20140427	133	13.3	55.94
PORTLAND NWSFO OR US	2014	04	26	20140426	150	15	59
PORTLAND NWSFO OR US	2014	04	25	20140425	133	13.3	55.94
PORTLAND NWSFO OR US	2014	04	24	20140424	128	12.8	55.04
PORTLAND NWSFO OR US	2014	04	23	20140423	128	12.8	55.04
PORTLAND NWSFO OR US	2014	04	22	20140422	128	12.8	55.04
PORTLAND NWSFO OR US	2014	04	21	20140421	194	19.4	66.92
PORTLAND NWSFO OR US	2014	04	20	20140420	178	17.8	64.04
PORTLAND NWSFO OR US	2014	04	19	20140419	144	14.4	57.92
PORTLAND NWSFO OR US	2014	04	18	20140418	161	16.1	60.98
PORTLAND NWSFO OR US	2014	04	17	20140417	122	12.2	53.96
PORTLAND NWSFO OR US	2014	04	16	20140416	156	15.6	60.08
PORTLAND NWSFO OR US	2014	04	15	20140415	161	16.1	60.98
PORTLAND NWSFO OR US	2014	04	14	20140414	239	23.9	75.02
PORTLAND NWSFO OR US	2014	04	13	20140413	222	22.2	71.96
PORTLAND NWSFO OR US	2014	04	12	20140412	189	18.9	66.02
PORTLAND NWSFO OR US	2014	04	11	20140411	211	21.1	69.98
PORTLAND NWSFO OR US	2014	04	10	20140410	194	19.4	66.92
PORTLAND NWSFO OR US	2014	04	09	20140409	178	17.8	64.04
PORTLAND NWSFO OR US	2014	04	08	20140408	222	22.2	71.96
PORTLAND NWSFO OR US	2014	04	07	20140407	244	24.4	75.92
PORTLAND NWSFO OR US	2014	04	06	20140406	189	18.9	66.02
PORTLAND NWSFO OR US	2014	04	05	20140405	122	12.2	53.96
PORTLAND NWSFO OR US	2014	04	04	20140404	156	15.6	60.08
PORTLAND NWSFO OR US	2014	04	03	20140403	150	15	59
PORTLAND NWSFO OR US	2014	04	02	20140402	156	15.6	60.08
PORTLAND NWSFO OR US	2014	04	01	20140401	100	10	50
PORTLAND NWSFO OR US	2014	03	31	20140331	161	16.1	60.98
PORTLAND NWSFO OR US	2014	03	30	20140330	128	12.8	55.04
PORTLAND NWSFO OR US	2014	03	29	20140329	122	12.2	53.96
PORTLAND NWSFO OR US	2014	03	28	20140328	122	12.2	53.96
PORTLAND NWSFO OR US	2014	03	27	20140327	139	13.9	57.02
PORTLAND NWSFO OR US	2014	03	26	20140326	106	10.6	51.08
PORTLAND NWSFO OR US	2014	03	25	20140325	150	15	59
PORTLAND NWSFO OR US	2014	03	24	20140324	217	21.7	71.06
PORTLAND NWSFO OR US	2014	03	23	20140323	167	16.7	62.06
PORTLAND NWSFO OR US	2014	03	22	20140322	178	17.8	64.04
PORTLAND NWSFO OR US	2014	03	21	20140321	150	15	59
PORTLAND NWSFO OR US	2014	03	20	20140320	111	11.1	51.98
PORTLAND NWSFO OR US	2014	03	19	20140319	139	13.9	57.02
PORTLAND NWSFO OR US	2014	03	18	20140318	139	13.9	57.02
PORTLAND NWSFO OR US	2014	03	17	20140317	106	10.6	51.08
PORTLAND NWSFO OR US	2014	03	16	20140316	161	16.1	60.98
PORTLAND NWSFO OR US	2014	03	15	20140315	189	18.9	66.02
PORTLAND NWSFO OR US	2014	03	14	20140314	167	16.7	62.06
PORTLAND NWSFO OR US	2014	03	13	20140313	156	15.6	60.08
PORTLAND NWSFO OR US	2014	03	12	20140312	194	19.4	66.92
PORTLAND NWSFO OR US	2014	03	11	20140311	156	15.6	60.08
PORTLAND NWSFO OR US	2014	03	10	20140310	128	12.8	55.04
PORTLAND NWSFO OR US	2014	03	09	20140309	150	15	59
PORTLAND NWSFO OR US	2014	03	08	20140308	128	12.8	55.04
PORTLAND NWSFO OR US	2014	03	07	20140307	167	16.7	62.06
PORTLAND NWSFO OR US	2014	03	06	20140306	122	12.2	53.96
PORTLAND NWSFO OR US	2014	03	05	20140305	139	13.9	57.02
PORTLAND NWSFO OR US	2014	03	04	20140304	167	16.7	62.06
PORTLAND NWSFO OR US	2014	03	03	20140303	172	17.2	62.96
PORTLAND NWSFO OR US	2014	03	02	20140302	117	11.7	53.06
PORTLAND NWSFO OR US	2014	03	01	20140301	83	8.3	46.94
PORTLAND NWSFO OR US	2014	02	28	20140228	139	13.9	57.02
PORTLAND NWSFO OR US	2014	02	27	20140227	61	6.1	42.98
PORTLAND NWSFO OR US	2014	02	26	20140226	89	8.9	48.02
PORTLAND NWSFO OR US	2014	02	25	20140225	94	9.4	48.92
PORTLAND NWSFO OR US	2014	02	24	20140224	72	7.2	44.96
PORTLAND NWSFO OR US	2014	02	23	20140223	106	10.6	51.08
PORTLAND NWSFO OR US	2014	02	22	20140222	78	7.8	46.04
PORTLAND NWSFO OR US	2014	02	21	20140221	106	10.6	51.08
PORTLAND NWSFO OR US	2014	02	20	20140220	83	8.3	46.94
PORTLAND NWSFO OR US	2014	02	19	20140219	72	7.2	44.96
PORTLAND NWSFO OR US	2014	02	18	20140218	111	11.1	51.98
PORTLAND NWSFO OR US	2014	02	17	20140217	117	11.7	53.06
PORTLAND NWSFO OR US	2014	02	16	20140216	106	10.6	51.08
PORTLAND NWSFO OR US	2014	02	15	20140215	122	12.2	53.96
PORTLAND NWSFO OR US	2014	02	14	20140214	128	12.8	55.04
PORTLAND NWSFO OR US	2014	02	13	20140213	133	13.3	55.94
PORTLAND NWSFO OR US	2014	02	12	20140212	133	13.3	55.94
PORTLAND NWSFO OR US	2014	02	11	20140211	94	9.4	48.92
PORTLAND NWSFO OR US	2014	02	10	20140210	67	6.7	44.06
PORTLAND NWSFO OR US	2014	02	09	20140209	0	0	32
PORTLAND NWSFO OR US	2014	02	08	20140208	-17	-1.7	28.94
PORTLAND NWSFO OR US	2014	02	07	20140207	-33	-3.3	26.06
PORTLAND NWSFO OR US	2014	02	06	20140206	-56	-5.6	21.92
PORTLAND NWSFO OR US	2014	02	05	20140205	-17	-1.7	28.94
PORTLAND NWSFO OR US	2014	02	04	20140204	22	2.2	35.96
PORTLAND NWSFO OR US	2014	02	03	20140203	50	5	41
PORTLAND NWSFO OR US	2014	02	02	20140202	67	6.7	44.06
PORTLAND NWSFO OR US	2014	02	01	20140201	100	10	50
PORTLAND NWSFO OR US	2014	01	31	20140131	83	8.3	46.94
PORTLAND NWSFO OR US	2014	01	30	20140130	100	10	50
PORTLAND NWSFO OR US	2014	01	29	20140129	117	11.7	53.06
PORTLAND NWSFO OR US	2014	01	28	20140128	61	6.1	42.98
PORTLAND NWSFO OR US	2014	01	27	20140127	39	3.9	39.02
PORTLAND NWSFO OR US	2014	01	26	20140126	67	6.7	44.06
PORTLAND NWSFO OR US	2014	01	25	20140125	72	7.2	44.96
PORTLAND NWSFO OR US	2014	01	24	20140124	72	7.2	44.96
PORTLAND NWSFO OR US	2014	01	23	20140123	83	8.3	46.94
PORTLAND NWSFO OR US	2014	01	22	20140122	67	6.7	44.06
PORTLAND NWSFO OR US	2014	01	21	20140121	72	7.2	44.96
PORTLAND NWSFO OR US	2014	01	20	20140120	78	7.8	46.04
PORTLAND NWSFO OR US	2014	01	19	20140119	78	7.8	46.04
PORTLAND NWSFO OR US	2014	01	18	20140118	83	8.3	46.94
PORTLAND NWSFO OR US	2014	01	17	20140117	56	5.6	42.08
PORTLAND NWSFO OR US	2014	01	16	20140116	50	5	41
PORTLAND NWSFO OR US	2014	01	15	20140115	50	5	41
PORTLAND NWSFO OR US	2014	01	14	20140114	83	8.3	46.94
PORTLAND NWSFO OR US	2014	01	13	20140113	128	12.8	55.04
PORTLAND NWSFO OR US	2014	01	12	20140112	117	11.7	53.06
PORTLAND NWSFO OR US	2014	01	11	20140111	144	14.4	57.92
PORTLAND NWSFO OR US	2014	01	10	20140110	139	13.9	57.02
PORTLAND NWSFO OR US	2014	01	09	20140109	94	9.4	48.92
PORTLAND NWSFO OR US	2014	01	08	20140108	106	10.6	51.08
PORTLAND NWSFO OR US	2014	01	07	20140107	61	6.1	42.98
PORTLAND NWSFO OR US	2014	01	06	20140106	67	6.7	44.06
PORTLAND NWSFO OR US	2014	01	05	20140105	83	8.3	46.94
PORTLAND NWSFO OR US	2014	01	04	20140104	44	4.4	39.92
PORTLAND NWSFO OR US	2014	01	03	20140103	78	7.8	46.04
PORTLAND NWSFO OR US	2014	01	02	20140102	78	7.8	46.04
PORTLAND NWSFO OR US	2014	01	01	20140101	56	5.6	42.08
PORTLAND NWSFO OR US	2013	12	31	20131231	78	7.8	46.04
PORTLAND NWSFO OR US	2013	12	30	20131230	50	5	41
PORTLAND NWSFO OR US	2013	12	29	20131229	39	3.9	39.02
PORTLAND NWSFO OR US	2013	12	28	20131228	72	7.2	44.96
PORTLAND NWSFO OR US	2013	12	27	20131227	33	3.3	37.94
PORTLAND NWSFO OR US	2013	12	26	20131226	50	5	41
PORTLAND NWSFO OR US	2013	12	25	20131225	44	4.4	39.92
PORTLAND NWSFO OR US	2013	12	24	20131224	33	3.3	37.94
PORTLAND NWSFO OR US	2013	12	23	20131223	106	10.6	51.08
PORTLAND NWSFO OR US	2013	12	22	20131222	111	11.1	51.98
PORTLAND NWSFO OR US	2013	12	21	20131221	100	10	50
PORTLAND NWSFO OR US	2013	12	20	20131220	72	7.2	44.96
PORTLAND NWSFO OR US	2013	12	19	20131219	44	4.4	39.92
PORTLAND NWSFO OR US	2013	12	18	20131218	56	5.6	42.08
PORTLAND NWSFO OR US	2013	12	17	20131217	44	4.4	39.92
PORTLAND NWSFO OR US	2013	12	16	20131216	61	6.1	42.98
PORTLAND NWSFO OR US	2013	12	15	20131215	61	6.1	42.98
PORTLAND NWSFO OR US	2013	12	14	20131214	50	5	41
PORTLAND NWSFO OR US	2013	12	13	20131213	72	7.2	44.96
PORTLAND NWSFO OR US	2013	12	12	20131212	33	3.3	37.94
PORTLAND NWSFO OR US	2013	12	11	20131211	39	3.9	39.02
PORTLAND NWSFO OR US	2013	12	10	20131210	17	1.7	35.06
PORTLAND NWSFO OR US	2013	12	09	20131209	-17	-1.7	28.94
PORTLAND NWSFO OR US	2013	12	08	20131208	-33	-3.3	26.06
PORTLAND NWSFO OR US	2013	12	07	20131207	-17	-1.7	28.94
PORTLAND NWSFO OR US	2013	12	06	20131206	-11	-1.1	30.02
PORTLAND NWSFO OR US	2013	12	05	20131205	0	0	32
PORTLAND NWSFO OR US	2013	12	04	20131204	39	3.9	39.02
PORTLAND NWSFO OR US	2013	12	03	20131203	67	6.7	44.06
PORTLAND NWSFO OR US	2013	12	02	20131202	106	10.6	51.08
PORTLAND NWSFO OR US	2013	12	01	20131201	133	13.3	55.94
PORTLAND NWSFO OR US	2013	11	30	20131130	100	10	50
PORTLAND NWSFO OR US	2013	11	29	20131129	67	6.7	44.06
PORTLAND NWSFO OR US	2013	11	28	20131128	106	10.6	51.08
PORTLAND NWSFO OR US	2013	11	27	20131127	106	10.6	51.08
PORTLAND NWSFO OR US	2013	11	26	20131126	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	25	20131125	100	10	50
PORTLAND NWSFO OR US	2013	11	24	20131124	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	23	20131123	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	22	20131122	72	7.2	44.96
PORTLAND NWSFO OR US	2013	11	21	20131121	83	8.3	46.94
PORTLAND NWSFO OR US	2013	11	20	20131120	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	19	20131119	117	11.7	53.06
PORTLAND NWSFO OR US	2013	11	18	20131118	122	12.2	53.96
PORTLAND NWSFO OR US	2013	11	17	20131117	128	12.8	55.04
PORTLAND NWSFO OR US	2013	11	16	20131116	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	15	20131115	83	8.3	46.94
PORTLAND NWSFO OR US	2013	11	14	20131114	106	10.6	51.08
PORTLAND NWSFO OR US	2013	11	13	20131113	133	13.3	55.94
PORTLAND NWSFO OR US	2013	11	12	20131112	122	12.2	53.96
PORTLAND NWSFO OR US	2013	11	11	20131111	156	15.6	60.08
PORTLAND NWSFO OR US	2013	11	10	20131110	139	13.9	57.02
PORTLAND NWSFO OR US	2013	11	09	20131109	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	08	20131108	111	11.1	51.98
PORTLAND NWSFO OR US	2013	11	07	20131107	133	13.3	55.94
PORTLAND NWSFO OR US	2013	11	06	20131106	117	11.7	53.06
PORTLAND NWSFO OR US	2013	11	05	20131105	122	12.2	53.96
PORTLAND NWSFO OR US	2013	11	04	20131104	94	9.4	48.92
PORTLAND NWSFO OR US	2013	11	03	20131103	106	10.6	51.08
PORTLAND NWSFO OR US	2013	11	02	20131102	139	13.9	57.02
PORTLAND NWSFO OR US	2013	11	01	20131101	144	14.4	57.92
PORTLAND NWSFO OR US	2013	10	31	20131031	150	15	59
PORTLAND NWSFO OR US	2013	10	30	20131030	144	14.4	57.92
PORTLAND NWSFO OR US	2013	10	29	20131029	144	14.4	57.92
PORTLAND NWSFO OR US	2013	10	28	20131028	150	15	59
PORTLAND NWSFO OR US	2013	10	27	20131027	144	14.4	57.92
PORTLAND NWSFO OR US	2013	10	26	20131026	144	14.4	57.92
PORTLAND NWSFO OR US	2013	10	25	20131025	133	13.3	55.94
PORTLAND NWSFO OR US	2013	10	24	20131024	194	19.4	66.92
PORTLAND NWSFO OR US	2013	10	23	20131023	217	21.7	71.06
PORTLAND NWSFO OR US	2013	10	22	20131022	228	22.8	73.04
PORTLAND NWSFO OR US	2013	10	21	20131021	222	22.2	71.96
PORTLAND NWSFO OR US	2013	10	20	20131020	167	16.7	62.06
PORTLAND NWSFO OR US	2013	10	19	20131019	194	19.4	66.92
PORTLAND NWSFO OR US	2013	10	18	20131018	217	21.7	71.06
PORTLAND NWSFO OR US	2013	10	17	20131017	183	18.3	64.94
PORTLAND NWSFO OR US	2013	10	16	20131016	183	18.3	64.94
PORTLAND NWSFO OR US	2013	10	15	20131015	206	20.6	69.08
PORTLAND NWSFO OR US	2013	10	14	20131014	200	20	68
PORTLAND NWSFO OR US	2013	10	13	20131013	172	17.2	62.96
PORTLAND NWSFO OR US	2013	10	12	20131012	128	12.8	55.04
PORTLAND NWSFO OR US	2013	10	11	20131011	144	14.4	57.92
PORTLAND NWSFO OR US	2013	10	10	20131010	156	15.6	60.08
PORTLAND NWSFO OR US	2013	10	09	20131009	161	16.1	60.98
PORTLAND NWSFO OR US	2013	10	08	20131008	133	13.3	55.94
PORTLAND NWSFO OR US	2013	10	07	20131007	167	16.7	62.06
PORTLAND NWSFO OR US	2013	10	06	20131006	244	24.4	75.92
PORTLAND NWSFO OR US	2013	10	05	20131005	222	22.2	71.96
PORTLAND NWSFO OR US	2013	10	04	20131004	183	18.3	64.94
PORTLAND NWSFO OR US	2013	10	03	20131003	133	13.3	55.94
PORTLAND NWSFO OR US	2013	10	02	20131002	122	12.2	53.96
PORTLAND NWSFO OR US	2013	10	01	20131001	156	15.6	60.08
PORTLAND NWSFO OR US	2013	09	30	20130930	161	16.1	60.98
PORTLAND NWSFO OR US	2013	09	29	20130929	139	13.9	57.02
PORTLAND NWSFO OR US	2013	09	28	20130928	183	18.3	64.94
PORTLAND NWSFO OR US	2013	09	27	20130927	133	13.3	55.94
PORTLAND NWSFO OR US	2013	09	26	20130926	189	18.9	66.02
PORTLAND NWSFO OR US	2013	09	25	20130925	161	16.1	60.98
PORTLAND NWSFO OR US	2013	09	24	20130924	156	15.6	60.08
PORTLAND NWSFO OR US	2013	09	23	20130923	183	18.3	64.94
PORTLAND NWSFO OR US	2013	09	22	20130922	167	16.7	62.06
PORTLAND NWSFO OR US	2013	09	21	20130921	189	18.9	66.02
PORTLAND NWSFO OR US	2013	09	20	20130920	233	23.3	73.94
PORTLAND NWSFO OR US	2013	09	19	20130919	278	27.8	82.04
PORTLAND NWSFO OR US	2013	09	18	20130918	222	22.2	71.96
PORTLAND NWSFO OR US	2013	09	17	20130917	206	20.6	69.08
PORTLAND NWSFO OR US	2013	09	16	20130916	206	20.6	69.08
PORTLAND NWSFO OR US	2013	09	15	20130915	194	19.4	66.92
PORTLAND NWSFO OR US	2013	09	14	20130914	267	26.7	80.06
PORTLAND NWSFO OR US	2013	09	13	20130913	233	23.3	73.94
PORTLAND NWSFO OR US	2013	09	12	20130912	283	28.3	82.94
PORTLAND NWSFO OR US	2013	09	11	20130911	367	36.7	98.06
PORTLAND NWSFO OR US	2013	09	10	20130910	339	33.9	93.02
PORTLAND NWSFO OR US	2013	09	09	20130909	283	28.3	82.94
PORTLAND NWSFO OR US	2013	09	08	20130908	294	29.4	84.92
PORTLAND NWSFO OR US	2013	09	07	20130907	272	27.2	80.96
PORTLAND NWSFO OR US	2013	09	06	20130906	206	20.6	69.08
PORTLAND NWSFO OR US	2013	09	05	20130905	194	19.4	66.92
PORTLAND NWSFO OR US	2013	09	04	20130904	222	22.2	71.96
PORTLAND NWSFO OR US	2013	09	03	20130903	267	26.7	80.06
PORTLAND NWSFO OR US	2013	09	02	20130902	272	27.2	80.96
PORTLAND NWSFO OR US	2013	09	01	20130901	294	29.4	84.92
PORTLAND NWSFO OR US	2013	08	31	20130831	317	31.7	89.06
PORTLAND NWSFO OR US	2013	08	30	20130830	278	27.8	82.04
PORTLAND NWSFO OR US	2013	08	29	20130829	261	26.1	78.98
PORTLAND NWSFO OR US	2013	08	28	20130828	283	28.3	82.94
PORTLAND NWSFO OR US	2013	08	27	20130827	283	28.3	82.94
PORTLAND NWSFO OR US	2013	08	26	20130826	261	26.1	78.98
PORTLAND NWSFO OR US	2013	08	25	20130825	211	21.1	69.98
PORTLAND NWSFO OR US	2013	08	24	20130824	256	25.6	78.08
PORTLAND NWSFO OR US	2013	08	23	20130823	244	24.4	75.92
PORTLAND NWSFO OR US	2013	08	22	20130822	272	27.2	80.96
PORTLAND NWSFO OR US	2013	08	21	20130821	328	32.8	91.04
PORTLAND NWSFO OR US	2013	08	20	20130820	283	28.3	82.94
PORTLAND NWSFO OR US	2013	08	19	20130819	294	29.4	84.92
PORTLAND NWSFO OR US	2013	08	18	20130818	289	28.9	84.02
PORTLAND NWSFO OR US	2013	08	17	20130817	289	28.9	84.02
PORTLAND NWSFO OR US	2013	08	16	20130816	283	28.3	82.94
PORTLAND NWSFO OR US	2013	08	15	20130815	267	26.7	80.06
PORTLAND NWSFO OR US	2013	08	14	20130814	294	29.4	84.92
PORTLAND NWSFO OR US	2013	08	13	20130813	300	30	86
PORTLAND NWSFO OR US	2013	08	12	20130812	261	26.1	78.98
PORTLAND NWSFO OR US	2013	08	11	20130811	239	23.9	75.02
PORTLAND NWSFO OR US	2013	08	10	20130810	278	27.8	82.04
PORTLAND NWSFO OR US	2013	08	09	20130809	261	26.1	78.98
PORTLAND NWSFO OR US	2013	08	08	20130808	283	28.3	82.94
PORTLAND NWSFO OR US	2013	08	07	20130807	306	30.6	87.08
PORTLAND NWSFO OR US	2013	08	06	20130806	333	33.3	91.94
PORTLAND NWSFO OR US	2013	08	05	20130805	322	32.2	89.96
PORTLAND NWSFO OR US	2013	08	04	20130804	322	32.2	89.96
PORTLAND NWSFO OR US	2013	08	03	20130803	278	27.8	82.04
PORTLAND NWSFO OR US	2013	08	02	20130802	217	21.7	71.06
PORTLAND NWSFO OR US	2013	08	01	20130801	189	18.9	66.02
PORTLAND NWSFO OR US	2013	07	31	20130731	250	25	77
PORTLAND NWSFO OR US	2013	07	30	20130730	278	27.8	82.04
PORTLAND NWSFO OR US	2013	07	29	20130729	250	25	77
PORTLAND NWSFO OR US	2013	07	28	20130728	233	23.3	73.94
PORTLAND NWSFO OR US	2013	07	27	20130727	272	27.2	80.96
PORTLAND NWSFO OR US	2013	07	26	20130726	317	31.7	89.06
PORTLAND NWSFO OR US	2013	07	25	20130725	322	32.2	89.96
PORTLAND NWSFO OR US	2013	07	24	20130724	328	32.8	91.04
PORTLAND NWSFO OR US	2013	07	23	20130723	317	31.7	89.06
PORTLAND NWSFO OR US	2013	07	22	20130722	283	28.3	82.94
PORTLAND NWSFO OR US	2013	07	21	20130721	283	28.3	82.94
PORTLAND NWSFO OR US	2013	07	20	20130720	272	27.2	80.96
PORTLAND NWSFO OR US	2013	07	19	20130719	289	28.9	84.02
PORTLAND NWSFO OR US	2013	07	18	20130718	278	27.8	82.04
PORTLAND NWSFO OR US	2013	07	17	20130717	256	25.6	78.08
PORTLAND NWSFO OR US	2013	07	16	20130716	333	33.3	91.94
PORTLAND NWSFO OR US	2013	07	15	20130715	306	30.6	87.08
PORTLAND NWSFO OR US	2013	07	14	20130714	311	31.1	87.98
PORTLAND NWSFO OR US	2013	07	13	20130713	278	27.8	82.04
PORTLAND NWSFO OR US	2013	07	12	20130712	233	23.3	73.94
PORTLAND NWSFO OR US	2013	07	11	20130711	250	25	77
PORTLAND NWSFO OR US	2013	07	10	20130710	278	27.8	82.04
PORTLAND NWSFO OR US	2013	07	09	20130709	322	32.2	89.96
PORTLAND NWSFO OR US	2013	07	08	20130708	283	28.3	82.94
PORTLAND NWSFO OR US	2013	07	07	20130707	267	26.7	80.06
PORTLAND NWSFO OR US	2013	07	06	20130706	261	26.1	78.98
PORTLAND NWSFO OR US	2013	07	05	20130705	239	23.9	75.02
PORTLAND NWSFO OR US	2013	07	04	20130704	250	25	77
PORTLAND NWSFO OR US	2013	07	03	20130703	300	30	86
PORTLAND NWSFO OR US	2013	07	02	20130702	311	31.1	87.98
PORTLAND NWSFO OR US	2013	07	01	20130701	333	33.3	91.94
PORTLAND NWSFO OR US	2013	06	30	20130630	361	36.1	96.98
PORTLAND NWSFO OR US	2013	06	29	20130629	317	31.7	89.06
PORTLAND NWSFO OR US	2013	06	28	20130628	333	33.3	91.94
PORTLAND NWSFO OR US	2013	06	27	20130627	289	28.9	84.02
PORTLAND NWSFO OR US	2013	06	26	20130626	239	23.9	75.02
PORTLAND NWSFO OR US	2013	06	25	20130625	211	21.1	69.98
PORTLAND NWSFO OR US	2013	06	24	20130624	200	20	68
PORTLAND NWSFO OR US	2013	06	23	20130623	206	20.6	69.08
PORTLAND NWSFO OR US	2013	06	22	20130622	267	26.7	80.06
PORTLAND NWSFO OR US	2013	06	21	20130621	217	21.7	71.06
PORTLAND NWSFO OR US	2013	06	20	20130620	211	21.1	69.98
PORTLAND NWSFO OR US	2013	06	19	20130619	189	18.9	66.02
PORTLAND NWSFO OR US	2013	06	18	20130618	228	22.8	73.04
PORTLAND NWSFO OR US	2013	06	17	20130617	261	26.1	78.98
PORTLAND NWSFO OR US	2013	06	16	20130616	233	23.3	73.94
PORTLAND NWSFO OR US	2013	06	15	20130615	278	27.8	82.04
PORTLAND NWSFO OR US	2013	06	14	20130614	211	21.1	69.98
PORTLAND NWSFO OR US	2013	06	13	20130613	178	17.8	64.04
PORTLAND NWSFO OR US	2013	06	12	20130612	172	17.2	62.96
PORTLAND NWSFO OR US	2013	06	11	20130611	178	17.8	64.04
PORTLAND NWSFO OR US	2013	06	10	20130610	217	21.7	71.06
PORTLAND NWSFO OR US	2013	06	09	20130609	239	23.9	75.02
PORTLAND NWSFO OR US	2013	06	08	20130608	261	26.1	78.98
PORTLAND NWSFO OR US	2013	06	07	20130607	256	25.6	78.08
PORTLAND NWSFO OR US	2013	06	06	20130606	294	29.4	84.92
PORTLAND NWSFO OR US	2013	06	05	20130605	294	29.4	84.92
PORTLAND NWSFO OR US	2013	06	04	20130604	300	30	86
PORTLAND NWSFO OR US	2013	06	03	20130603	244	24.4	75.92
PORTLAND NWSFO OR US	2013	06	02	20130602	233	23.3	73.94
PORTLAND NWSFO OR US	2013	06	01	20130601	250	25	77
PORTLAND NWSFO OR US	2013	05	31	20130531	211	21.1	69.98
PORTLAND NWSFO OR US	2013	05	30	20130530	172	17.2	62.96
PORTLAND NWSFO OR US	2013	05	29	20130529	189	18.9	66.02
PORTLAND NWSFO OR US	2013	05	28	20130528	194	19.4	66.92
PORTLAND NWSFO OR US	2013	05	27	20130527	189	18.9	66.02
PORTLAND NWSFO OR US	2013	05	26	20130526	183	18.3	64.94
PORTLAND NWSFO OR US	2013	05	25	20130525	206	20.6	69.08
PORTLAND NWSFO OR US	2013	05	24	20130524	156	15.6	60.08
PORTLAND NWSFO OR US	2013	05	23	20130523	128	12.8	55.04
PORTLAND NWSFO OR US	2013	05	22	20130522	89	8.9	48.02
PORTLAND NWSFO OR US	2013	05	21	20130521	144	14.4	57.92
PORTLAND NWSFO OR US	2013	05	20	20130520	222	22.2	71.96
PORTLAND NWSFO OR US	2013	05	19	20130519	189	18.9	66.02
PORTLAND NWSFO OR US	2013	05	18	20130518	144	14.4	57.92
PORTLAND NWSFO OR US	2013	05	17	20130517	178	17.8	64.04
PORTLAND NWSFO OR US	2013	05	16	20130516	183	18.3	64.94
PORTLAND NWSFO OR US	2013	05	15	20130515	150	15	59
PORTLAND NWSFO OR US	2013	05	14	20130514	200	20	68
PORTLAND NWSFO OR US	2013	05	13	20130513	200	20	68
PORTLAND NWSFO OR US	2013	05	12	20130512	211	21.1	69.98
PORTLAND NWSFO OR US	2013	05	11	20130511	300	30	86
PORTLAND NWSFO OR US	2013	05	10	20130510	289	28.9	84.02
PORTLAND NWSFO OR US	2013	05	09	20130509	267	26.7	80.06
PORTLAND NWSFO OR US	2013	05	08	20130508	206	20.6	69.08
PORTLAND NWSFO OR US	2013	05	07	20130507	250	25	77
PORTLAND NWSFO OR US	2013	05	06	20130506	294	29.4	84.92
PORTLAND NWSFO OR US	2013	05	05	20130505	300	30	86
PORTLAND NWSFO OR US	2013	05	04	20130504	289	28.9	84.02
PORTLAND NWSFO OR US	2013	05	03	20130503	272	27.2	80.96
PORTLAND NWSFO OR US	2013	05	02	20130502	278	27.8	82.04
PORTLAND NWSFO OR US	2013	05	01	20130501	228	22.8	73.04
PORTLAND NWSFO OR US	2013	04	30	20130430	150	15	59
PORTLAND NWSFO OR US	2013	04	29	20130429	161	16.1	60.98
PORTLAND NWSFO OR US	2013	04	28	20130428	206	20.6	69.08
